district,season,crop,soil,area,rainfall,temperature,yield
Tiruppur,Summer,Cotton,Black,3.42,70.2,40.8,1.13
Namakkal,Kharif,Turmeric,Clay,9.84,171.1,34.6,3.24
Tiruppur,Kharif,Soybean,Clay,1.7,229.1,18.9,1.15
Tirunelveli,Rabi,Millets,Clay,5.18,137.5,28.4,1.43
Thanjavur,Kharif,Ragi,Clay,6.72,165.2,36.2,0.81
Tirunelveli,Summer,Chilli,Clay,9.92,87.6,32.4,3.01
Namakkal,Summer,Banana,Black,6.0,102.5,33.2,4.29
Dindigul,Summer,Rice,Alluvial,4.91,84.0,37.0,3.51
Dindigul,Summer,Millets,Clay,7.35,56.1,19.9,1.01
Namakkal,Summer,Ragi,Red,4.96,64.2,35.6,1.03
Coimbatore,Rabi,Cotton,Red,8.52,110.3,24.3,1.66
Cuddalore,Summer,Banana,Black,11.91,10.2,22.3,4.17
Dindigul,Rabi,Sesame,Alluvial,9.77,132.3,29.9,0.79
Dindigul,Rabi,Black Gram,Alluvial,9.68,129.1,34.3,1.09
Thanjavur,Summer,Black Gram,Loamy,10.7,61.5,30.8,0.91
Thoothukudi,Kharif,Maize,Loamy,6.69,315.8,18.9,1.4
Madurai,Rabi,Sugarcane,Loamy,7.67,126.4,33.9,5.56
Cuddalore,Rabi,Banana,Alluvial,6.4,154.4,30.7,4.94
Coimbatore,Rabi,Groundnut,Clay,5.1,140.0,26.5,2.1
Vellore,Kharif,Sunflower,Loamy,6.76,191.0,23.0,0.79
Villupuram,Kharif,Sesame,Clay,5.6,64.1,25.5,0.77
Dindigul,Kharif,Sugarcane,Red,9.28,212.7,38.5,5.62
Tiruppur,Summer,Chilli,Loamy,4.72,95.7,31.8,3.42
Tiruppur,Rabi,Groundnut,Clay,6.9,159.8,22.6,1.71
Tiruppur,Rabi,Sunflower,Red,0.84,119.4,26.6,1.53
Tiruppur,Rabi,Sesame,Red,1.98,41.4,22.9,0.92
Vellore,Summer,Sesame,Red,7.31,99.0,35.2,0.48
Thanjavur,Kharif,Groundnut,Clay,11.5,231.8,26.3,1.57
Tiruppur,Rabi,Groundnut,Red,2.84,39.2,41.4,1.36
Thoothukudi,Kharif,Sesame,Loamy,3.52,65.6,26.5,0.83
Madurai,Summer,Black Gram,Black,4.1,45.1,21.6,0.84
Thanjavur,Kharif,Rice,Black,10.39,248.3,41.5,2.58
Erode,Summer,Turmeric,Red,1.69,11.0,24.8,5.04
Thanjavur,Summer,Ragi,Alluvial,6.69,97.0,31.0,1.46
Thoothukudi,Rabi,Coconut,Alluvial,9.17,159.4,31.4,3.5
Tiruppur,Summer,Millets,Loamy,9.43,25.9,39.3,0.91
Vellore,Rabi,Sugarcane,Black,2.09,80.0,40.0,3.6
Thanjavur,Kharif,Turmeric,Loamy,10.15,114.9,38.5,2.37
Tirunelveli,Rabi,Rice,Red,6.97,51.0,21.5,3.6
Trichy,Summer,Coconut,Loamy,3.59,71.9,19.0,2.36
Thanjavur,Kharif,Ragi,Black,10.59,119.7,23.3,2.14
Madurai,Rabi,Sunflower,Alluvial,0.93,61.5,34.1,1.12
Namakkal,Kharif,Black Gram,Red,1.11,175.7,29.2,1.11
Madurai,Summer,Millets,Loamy,9.94,44.9,28.7,1.25
Erode,Rabi,Rice,Loamy,10.54,66.7,32.0,4.02
Villupuram,Summer,Turmeric,Alluvial,10.86,28.6,36.9,2.18
Trichy,Kharif,Soybean,Black,11.72,257.5,21.1,1.76
Erode,Rabi,Groundnut,Alluvial,5.69,85.4,21.7,2.34
Madurai,Kharif,Cotton,Alluvial,11.94,107.3,27.2,2.03
Dindigul,Rabi,Chilli,Black,1.41,48.0,38.5,2.43
Vellore,Summer,Sunflower,Black,9.82,89.4,18.5,1.59
Tiruppur,Summer,Cotton,Red,1.24,59.2,40.9,1.14
Vellore,Summer,Rice,Red,7.39,58.9,20.7,2.49
Tiruppur,Summer,Green Gram,Clay,9.48,66.3,29.0,1.2
Coimbatore,Summer,Sugarcane,Black,11.43,73.8,35.0,5.13
Dindigul,Rabi,Banana,Loamy,6.86,48.6,29.1,4.27
Kancheepuram,Kharif,Turmeric,Clay,10.38,285.7,34.1,2.19
Thoothukudi,Kharif,Coconut,Alluvial,11.62,230.2,34.5,4.01
Vellore,Rabi,Ragi,Clay,4.02,96.3,36.3,1.1
Salem,Summer,Sesame,Black,6.81,66.5,20.8,0.79
Vellore,Rabi,Banana,Red,6.23,123.4,27.8,3.94
Erode,Summer,Groundnut,Alluvial,5.54,38.4,29.3,2.02
Coimbatore,Rabi,Green Gram,Red,11.6,93.9,36.3,1.2
Tiruppur,Rabi,Soybean,Black,4.79,127.1,19.1,1.62
Trichy,Summer,Chilli,Black,7.99,87.0,38.0,1.92
Tiruppur,Rabi,Sugarcane,Loamy,11.3,155.4,32.4,6.01
Dindigul,Summer,Maize,Black,6.04,76.4,33.4,2.64
Kancheepuram,Kharif,Chilli,Red,1.04,212.4,23.3,1.8
Thanjavur,Rabi,Ragi,Black,1.91,116.8,27.8,2.32
Villupuram,Rabi,Sugarcane,Black,6.87,60.7,38.5,4.03
Namakkal,Summer,Cotton,Red,10.71,57.9,21.1,1.36
Villupuram,Rabi,Rice,Black,9.23,85.7,32.8,3.55
Tiruppur,Kharif,Chilli,Red,4.09,211.4,25.8,3.25
Salem,Rabi,Sesame,Clay,7.65,114.8,21.1,0.85
Dindigul,Kharif,Green Gram,Red,1.53,246.3,18.9,0.59
Kancheepuram,Rabi,Sunflower,Red,7.74,137.2,27.4,0.78
Tiruppur,Rabi,Millets,Black,11.31,118.4,31.4,1.63
Thoothukudi,Summer,Soybean,Alluvial,1.56,99.1,18.0,0.85
Coimbatore,Kharif,Soybean,Red,2.47,197.4,25.4,1.85
Villupuram,Kharif,Turmeric,Loamy,4.08,65.6,18.7,3.42
Tirunelveli,Kharif,Sugarcane,Clay,8.78,224.3,41.4,3.43
Dindigul,Summer,Banana,Loamy,6.48,37.9,32.3,4.01
Dindigul,Summer,Millets,Clay,2.91,103.2,18.4,0.4
Thoothukudi,Summer,Millets,Clay,2.46,88.2,38.1,0.81
Namakkal,Summer,Maize,Black,2.84,62.3,24.2,3.57
Tirunelveli,Summer,Green Gram,Black,10.93,20.6,41.6,0.42
Namakkal,Kharif,Ragi,Red,7.34,203.2,32.2,1.28
Salem,Rabi,Groundnut,Black,7.93,74.7,22.6,2.25
Tirunelveli,Kharif,Rice,Red,3.71,177.2,36.0,3.51
Erode,Rabi,Sunflower,Alluvial,6.41,65.7,33.7,1.2
Namakkal,Summer,Soybean,Red,1.66,90.3,26.4,1.97
Vellore,Summer,Coconut,Alluvial,6.06,47.9,38.7,2.88
Villupuram,Kharif,Chilli,Clay,0.98,222.1,30.8,1.95
Salem,Kharif,Chilli,Loamy,5.03,205.5,35.8,1.81
Kancheepuram,Kharif,Green Gram,Clay,10.14,212.8,19.6,0.4
Erode,Summer,Banana,Alluvial,5.28,100.6,22.9,3.84
Madurai,Rabi,Ragi,Alluvial,9.56,155.8,40.2,1.02
Kancheepuram,Kharif,Sesame,Black,7.43,217.0,19.0,0.47
Salem,Summer,Green Gram,Black,2.99,92.6,20.7,0.71
Dindigul,Kharif,Ragi,Alluvial,6.66,272.7,40.1,0.51
Salem,Rabi,Ragi,Black,5.11,28.0,36.8,1.76
Erode,Kharif,Ragi,Red,1.15,239.4,34.5,1.36
Erode,Rabi,Green Gram,Loamy,5.64,121.2,21.1,1.0
Tiruppur,Summer,Cotton,Black,4.82,97.6,28.5,2.01
Tirunelveli,Rabi,Sesame,Black,2.65,56.5,26.9,1.1
Thoothukudi,Rabi,Coconut,Loamy,1.51,67.8,36.3,2.07
Namakkal,Kharif,Cotton,Alluvial,5.7,238.4,38.9,0.64
Kancheepuram,Summer,Green Gram,Alluvial,3.37,91.0,25.9,1.1
Dindigul,Rabi,Groundnut,Black,11.0,113.6,38.0,1.3
Tiruppur,Summer,Millets,Loamy,11.56,51.3,41.8,0.8
Namakkal,Summer,Maize,Alluvial,4.16,37.2,19.8,2.71
Erode,Kharif,Sesame,Red,7.67,230.8,35.6,0.43
Madurai,Summer,Sugarcane,Black,10.06,89.5,31.4,5.62
Namakkal,Kharif,Turmeric,Black,2.15,173.7,32.4,3.44
Madurai,Summer,Turmeric,Clay,10.17,48.0,22.4,4.26
Thanjavur,Rabi,Cotton,Black,1.63,30.0,18.9,0.99
Erode,Summer,Ragi,Clay,0.82,83.0,31.4,1.53
Villupuram,Kharif,Ragi,Loamy,3.09,61.6,37.9,0.91
Salem,Kharif,Millets,Black,3.54,265.7,36.0,1.78
Madurai,Kharif,Coconut,Black,5.87,194.0,37.7,2.22
Thoothukudi,Kharif,Ragi,Clay,1.67,105.6,39.7,1.42
Tirunelveli,Rabi,Millets,Clay,1.31,39.4,41.7,1.15
Tiruppur,Rabi,Millets,Red,7.84,107.8,35.2,1.27
Tiruppur,Summer,Rice,Alluvial,9.15,88.4,23.6,4.2
Erode,Summer,Sugarcane,Black,9.58,73.8,32.7,5.58
Vellore,Kharif,Coconut,Alluvial,10.39,209.9,25.8,4.03
Trichy,Summer,Soybean,Alluvial,5.71,47.6,20.7,1.53
Erode,Rabi,Sunflower,Black,4.97,71.1,32.7,1.27
Erode,Rabi,Cotton,Red,1.07,73.6,40.3,1.25
Tirunelveli,Rabi,Sesame,Loamy,7.27,52.3,20.0,0.63
Villupuram,Summer,Sesame,Clay,6.31,36.1,18.8,0.33
Tiruppur,Kharif,Maize,Loamy,7.17,221.4,29.3,2.47
Erode,Rabi,Black Gram,Alluvial,4.95,61.3,32.0,1.42
Dindigul,Rabi,Millets,Clay,2.96,113.1,21.6,0.92
Thanjavur,Rabi,Maize,Loamy,11.24,158.1,24.9,3.05
Trichy,Summer,Turmeric,Loamy,4.96,61.1,29.6,4.09
Dindigul,Rabi,Banana,Alluvial,5.28,137.3,41.3,2.84
Cuddalore,Rabi,Sesame,Clay,3.23,35.4,26.8,0.74
Tiruppur,Summer,Sugarcane,Red,11.68,48.3,34.3,4.59
Erode,Kharif,Sesame,Red,9.58,83.3,40.6,0.8
Kancheepuram,Rabi,Millets,Red,1.92,29.7,38.7,1.3
Tiruppur,Rabi,Green Gram,Clay,3.56,157.7,36.9,0.73
Thoothukudi,Summer,Groundnut,Red,5.34,87.4,40.9,0.92
Tirunelveli,Kharif,Sugarcane,Red,4.25,85.5,35.7,4.7
Salem,Summer,Sugarcane,Black,11.94,38.3,34.3,4.66
Thoothukudi,Kharif,Cotton,Red,7.09,93.1,25.5,2.53
Thanjavur,Kharif,Millets,Black,9.71,273.3,36.1,1.22
Coimbatore,Kharif,Cotton,Black,11.74,318.5,31.6,1.28
Erode,Kharif,Rice,Red,7.58,212.6,23.8,4.19
Thanjavur,Summer,Rice,Black,11.12,88.8,33.0,3.62
Cuddalore,Rabi,Rice,Red,1.95,53.0,33.5,3.48
Vellore,Rabi,Cotton,Clay,1.89,49.9,26.6,1.84
Dindigul,Kharif,Rice,Loamy,6.12,293.7,28.7,3.28
Namakkal,Rabi,Black Gram,Alluvial,8.1,71.0,39.1,1.37
Tirunelveli,Rabi,Turmeric,Clay,9.52,102.9,25.3,4.29
Dindigul,Rabi,Sesame,Red,8.46,104.0,36.0,0.72
Thanjavur,Summer,Black Gram,Clay,9.05,90.3,27.4,0.72
Cuddalore,Summer,Turmeric,Black,3.43,17.0,26.9,3.77
Thanjavur,Rabi,Green Gram,Clay,7.68,143.0,30.0,1.04
Coimbatore,Summer,Black Gram,Loamy,3.81,88.9,26.0,0.94
Coimbatore,Summer,Sesame,Black,11.19,58.6,41.4,0.37
Thanjavur,Rabi,Banana,Red,4.97,68.3,27.1,4.2
Trichy,Summer,Cotton,Clay,11.37,37.6,22.6,1.17
Dindigul,Kharif,Millets,Alluvial,8.48,185.8,22.2,0.7
Vellore,Rabi,Sunflower,Loamy,4.35,29.4,41.5,0.82
Tirunelveli,Rabi,Sunflower,Clay,10.1,135.0,36.7,0.57
Cuddalore,Summer,Chilli,Black,3.93,75.8,27.0,2.41
Coimbatore,Rabi,Sesame,Clay,6.49,91.1,26.3,0.67
Vellore,Summer,Ragi,Black,7.31,89.4,40.2,0.95
Dindigul,Summer,Sesame,Red,4.14,87.2,37.6,0.45
Trichy,Rabi,Black Gram,Black,9.56,150.1,36.0,0.79
Tiruppur,Kharif,Chilli,Loamy,6.34,210.7,26.1,2.95
Erode,Summer,Chilli,Loamy,2.19,45.2,35.2,2.11
Villupuram,Kharif,Maize,Loamy,1.61,183.7,32.8,2.38
Thoothukudi,Summer,Groundnut,Clay,10.3,24.6,26.2,1.81
Salem,Kharif,Maize,Loamy,7.9,115.0,22.5,3.8
Kancheepuram,Summer,Coconut,Black,0.93,67.2,28.4,3.96
Erode,Kharif,Rice,Red,8.79,142.0,35.8,2.68
Thoothukudi,Kharif,Groundnut,Black,11.76,127.4,28.6,1.79
Tirunelveli,Summer,Black Gram,Loamy,3.73,101.4,38.7,0.78
Tiruppur,Rabi,Black Gram,Black,4.25,84.2,21.1,1.23
Erode,Kharif,Chilli,Red,1.1,196.2,26.1,3.16
Vellore,Summer,Maize,Black,7.06,104.8,31.4,3.04
Coimbatore,Summer,Groundnut,Clay,8.41,100.9,29.7,1.93
Erode,Kharif,Sunflower,Clay,11.47,182.5,22.7,1.1
Salem,Kharif,Ragi,Red,8.46,272.3,22.9,1.86
Thanjavur,Summer,Sugarcane,Black,3.8,14.8,41.9,3.88
Vellore,Summer,Sugarcane,Alluvial,7.94,39.6,39.5,3.48
Kancheepuram,Summer,Ragi,Red,7.93,65.1,20.3,2.5
Thanjavur,Kharif,Rice,Alluvial,2.27,245.0,33.2,3.22
Coimbatore,Kharif,Green Gram,Red,10.47,204.1,37.7,0.96
Namakkal,Summer,Sugarcane,Black,8.72,62.0,23.9,4.48
Erode,Summer,Sugarcane,Loamy,10.66,10.2,28.3,5.57
Vellore,Kharif,Turmeric,Clay,10.39,233.5,37.7,2.16
Tiruppur,Kharif,Sugarcane,Black,6.89,279.3,26.6,6.15
Thanjavur,Rabi,Coconut,Alluvial,7.44,68.6,40.2,2.43
Thanjavur,Rabi,Green Gram,Clay,9.06,65.6,33.0,0.94
Tiruppur,Summer,Ragi,Loamy,5.06,12.2,18.1,1.5
Dindigul,Rabi,Ragi,Alluvial,11.67,67.8,32.6,1.64
Vellore,Summer,Maize,Black,2.26,77.4,41.9,2.03
Thoothukudi,Rabi,Black Gram,Red,6.04,96.7,24.0,1.16
Namakkal,Kharif,Cotton,Clay,11.35,282.9,33.2,0.93
Tirunelveli,Summer,Sesame,Loamy,6.24,107.8,41.0,0.37
Dindigul,Rabi,Chilli,Black,7.43,36.4,27.6,3.28
Coimbatore,Kharif,Sunflower,Red,6.96,226.9,39.4,0.55
Dindigul,Summer,Green Gram,Black,0.98,60.7,23.4,0.72
Kancheepuram,Summer,Sunflower,Black,3.87,85.8,22.3,1.16
Vellore,Kharif,Groundnut,Clay,8.61,271.5,39.5,0.63
Tirunelveli,Summer,Green Gram,Clay,1.33,93.3,25.4,1.12
Coimbatore,Rabi,Black Gram,Clay,7.19,136.0,35.9,0.98
Thanjavur,Summer,Soybean,Alluvial,11.03,39.9,30.7,0.73
Dindigul,Summer,Banana,Clay,2.85,21.3,27.3,3.89
Dindigul,Kharif,Coconut,Red,6.42,127.6,26.9,4.36
Thanjavur,Kharif,Green Gram,Loamy,1.96,211.1,40.3,0.71
Vellore,Kharif,Sunflower,Red,7.34,298.2,30.6,0.9
Erode,Kharif,Rice,Clay,6.67,313.0,27.1,4.95
Kancheepuram,Kharif,Banana,Red,4.94,238.1,19.7,3.83
Kancheepuram,Rabi,Coconut,Alluvial,0.56,32.5,30.5,2.46
Erode,Rabi,Cotton,Loamy,4.07,98.9,34.3,1.27
Cuddalore,Rabi,Soybean,Clay,5.23,34.7,19.1,1.07
Thanjavur,Rabi,Sunflower,Black,4.87,97.1,24.8,1.79
Tiruppur,Summer,Sesame,Alluvial,10.34,57.5,19.9,0.35
Salem,Kharif,Green Gram,Red,11.53,273.9,22.0,0.61
Tirunelveli,Rabi,Green Gram,Alluvial,7.17,127.3,26.7,0.65
Thanjavur,Summer,Sunflower,Red,11.17,85.6,38.0,0.72
Kancheepuram,Summer,Coconut,Clay,0.53,67.1,28.6,3.48
Thoothukudi,Rabi,Millets,Alluvial,7.4,42.2,30.1,1.97
Thoothukudi,Summer,Groundnut,Alluvial,6.28,63.3,23.4,2.42
Thanjavur,Kharif,Sugarcane,Loamy,8.7,214.2,38.2,4.54
Namakkal,Summer,Black Gram,Red,8.06,98.1,28.2,1.07
Thoothukudi,Kharif,Cotton,Alluvial,11.28,86.7,23.4,1.84
Thoothukudi,Summer,Coconut,Red,6.51,101.0,35.3,3.23
Cuddalore,Summer,Turmeric,Clay,9.09,81.9,23.6,4.03
Erode,Summer,Ragi,Loamy,0.82,39.0,18.2,1.84
Dindigul,Rabi,Groundnut,Loamy,1.1,62.7,31.0,2.12
Salem,Kharif,Chilli,Clay,8.56,317.7,29.8,2.59
Coimbatore,Rabi,Green Gram,Loamy,5.81,135.3,38.4,0.84
Tirunelveli,Summer,Black Gram,Loamy,5.9,16.1,21.0,0.51
Thanjavur,Summer,Sesame,Clay,7.97,48.0,18.2,0.31
Erode,Summer,Banana,Red,8.53,59.1,39.7,2.69
Dindigul,Rabi,Sugarcane,Alluvial,2.91,55.2,32.8,5.47
Coimbatore,Summer,Turmeric,Black,8.14,68.5,29.6,2.65
Thoothukudi,Rabi,Sunflower,Clay,7.86,154.4,24.2,1.1
Thanjavur,Summer,Turmeric,Black,8.63,50.6,18.9,3.2
Tirunelveli,Kharif,Chilli,Alluvial,7.37,268.1,23.0,1.83
Dindigul,Summer,Sunflower,Alluvial,1.02,14.1,37.9,0.67
Vellore,Kharif,Chilli,Clay,7.79,308.0,24.5,1.19
Tiruppur,Kharif,Sugarcane,Black,0.84,251.8,37.9,6.5
Namakkal,Kharif,Soybean,Clay,3.67,109.5,39.7,0.96
Cuddalore,Rabi,Sunflower,Alluvial,1.57,128.1,26.2,1.05
Namakkal,Summer,Groundnut,Clay,2.54,107.9,24.4,2.3
Erode,Kharif,Millets,Alluvial,4.34,213.9,28.7,0.93
Dindigul,Rabi,Sunflower,Black,10.18,93.3,40.5,1.06
Villupuram,Rabi,Chilli,Clay,9.8,86.3,38.6,2.16
Erode,Rabi,Turmeric,Clay,6.83,140.0,40.4,2.79
Tiruppur,Summer,Sesame,Loamy,1.06,25.8,39.8,0.2
Vellore,Kharif,Rice,Red,11.84,182.7,24.9,4.35
Trichy,Summer,Cotton,Red,4.07,69.0,22.6,1.71
Villupuram,Rabi,Ragi,Clay,11.18,40.8,32.7,1.17
Trichy,Summer,Banana,Clay,5.59,83.9,27.2,5.01
Dindigul,Kharif,Sesame,Clay,8.52,277.2,31.9,0.78
Cuddalore,Rabi,Green Gram,Alluvial,1.87,24.2,28.3,0.81
Salem,Summer,Sunflower,Loamy,9.91,57.0,23.2,1.43
Salem,Kharif,Coconut,Red,7.0,107.2,30.8,4.17
Cuddalore,Rabi,Chilli,Red,2.88,70.6,23.7,2.59
Vellore,Kharif,Maize,Red,8.84,198.2,22.5,3.64
Erode,Summer,Green Gram,Loamy,3.01,49.6,29.1,1.19
Tirunelveli,Kharif,Cotton,Black,1.46,239.8,21.0,1.46
Salem,Rabi,Cotton,Red,4.53,131.1,29.1,1.56
Tiruppur,Rabi,Groundnut,Black,5.72,143.1,23.4,1.86
Salem,Kharif,Sesame,Black,0.66,303.3,30.6,0.75
Dindigul,Rabi,Millets,Red,7.82,46.0,20.3,1.68
Erode,Kharif,Millets,Red,1.58,161.1,33.0,1.12
Tirunelveli,Kharif,Chilli,Alluvial,3.58,203.6,31.9,1.1
Tiruppur,Summer,Banana,Red,5.98,48.7,20.9,4.79
Tirunelveli,Rabi,Sesame,Loamy,10.42,68.8,32.1,0.64
Coimbatore,Kharif,Rice,Alluvial,6.19,289.4,33.7,3.32
Thoothukudi,Summer,Turmeric,Red,7.85,86.6,23.4,3.79
Tiruppur,Kharif,Soybean,Clay,2.95,276.8,29.5,1.2
Tirunelveli,Summer,Groundnut,Loamy,7.11,63.2,27.5,2.28
Coimbatore,Rabi,Cotton,Alluvial,10.26,141.3,37.7,0.77
Vellore,Kharif,Turmeric,Black,2.76,156.4,34.3,3.43
Cuddalore,Summer,Millets,Clay,0.89,86.8,28.6,1.47
Villupuram,Rabi,Banana,Loamy,6.11,126.0,38.1,3.28
Tiruppur,Summer,Sesame,Loamy,5.23,23.6,32.3,0.3
Coimbatore,Summer,Sesame,Black,11.41,83.7,33.1,0.78
Thanjavur,Summer,Sesame,Black,4.79,70.7,19.6,0.67
Dindigul,Kharif,Black Gram,Alluvial,11.26,68.8,35.8,0.95
Salem,Rabi,Sesame,Alluvial,8.28,147.0,27.4,0.81
Thanjavur,Rabi,Green Gram,Loamy,2.19,27.5,40.9,0.86
Dindigul,Summer,Black Gram,Alluvial,6.02,44.2,28.2,1.21
Tirunelveli,Kharif,Green Gram,Alluvial,1.84,293.7,41.3,0.2
Vellore,Rabi,Rice,Loamy,8.34,45.2,22.2,3.28
Coimbatore,Kharif,Coconut,Red,2.63,105.7,18.1,2.64
Dindigul,Summer,Green Gram,Alluvial,11.96,68.8,18.6,0.61
Erode,Kharif,Coconut,Black,9.67,195.7,27.9,4.57
Cuddalore,Summer,Coconut,Loamy,7.16,108.8,30.7,3.71
Thanjavur,Rabi,Turmeric,Red,8.28,116.5,33.3,3.29
Coimbatore,Kharif,Sunflower,Black,10.78,64.6,38.7,1.05
Coimbatore,Rabi,Soybean,Black,9.82,49.4,37.5,1.47
Erode,Rabi,Millets,Black,0.7,129.7,20.9,1.04
Coimbatore,Kharif,Coconut,Clay,3.81,236.2,23.2,3.51
Dindigul,Kharif,Rice,Clay,7.36,160.0,32.3,3.77
Namakkal,Rabi,Ragi,Alluvial,8.1,44.9,34.2,1.59
Thanjavur,Rabi,Green Gram,Loamy,5.14,152.7,41.9,0.77
Coimbatore,Kharif,Chilli,Alluvial,6.94,175.8,24.4,2.7
Namakkal,Kharif,Ragi,Black,7.38,151.7,32.1,1.1
Kancheepuram,Summer,Green Gram,Alluvial,3.56,20.6,36.9,0.7
Tiruppur,Summer,Groundnut,Black,0.92,93.5,27.3,1.68
Kancheepuram,Rabi,Sugarcane,Red,4.34,34.4,38.3,3.45
Trichy,Summer,Turmeric,Red,8.82,73.7,23.3,4.55
Thoothukudi,Rabi,Sunflower,Loamy,4.05,159.3,23.5,1.11
Thanjavur,Summer,Coconut,Black,9.76,27.3,31.0,2.78
Kancheepuram,Rabi,Rice,Black,7.72,146.5,33.5,3.3
Cuddalore,Kharif,Green Gram,Clay,1.77,319.6,23.7,0.22
Salem,Rabi,Green Gram,Black,6.28,117.4,19.6,0.59
Coimbatore,Kharif,Cotton,Red,3.84,101.1,27.6,2.73
Villupuram,Kharif,Millets,Loamy,2.5,280.9,22.4,0.56
Kancheepuram,Summer,Cotton,Loamy,11.2,44.1,36.8,1.44
Salem,Summer,Groundnut,Alluvial,8.75,74.5,31.3,1.56
Villupuram,Rabi,Green Gram,Loamy,8.41,78.2,39.5,1.24
Kancheepuram,Rabi,Soybean,Red,5.47,51.4,29.9,1.36
Vellore,Kharif,Soybean,Loamy,3.75,186.0,18.6,1.45
Trichy,Summer,Black Gram,Loamy,7.45,23.0,31.3,0.81
Erode,Rabi,Millets,Alluvial,0.75,99.8,27.0,1.25
Thanjavur,Kharif,Soybean,Alluvial,8.38,119.9,29.8,1.93
Thoothukudi,Rabi,Sugarcane,Loamy,8.32,58.8,19.5,3.25
Thanjavur,Rabi,Sugarcane,Red,1.39,128.5,36.2,5.37
Dindigul,Summer,Sugarcane,Red,5.03,69.0,40.8,2.46
Vellore,Rabi,Turmeric,Black,8.2,113.5,21.8,4.59
Thoothukudi,Summer,Sugarcane,Black,10.63,82.9,24.6,4.05
Coimbatore,Kharif,Turmeric,Red,2.24,194.0,22.9,5.07
Tiruppur,Summer,Green Gram,Alluvial,3.6,104.6,30.7,1.2
Cuddalore,Kharif,Cotton,Clay,11.43,171.0,38.2,0.73
Villupuram,Summer,Groundnut,Loamy,3.69,90.7,38.9,1.35
Thanjavur,Rabi,Turmeric,Red,1.87,137.7,29.0,4.24
Vellore,Summer,Chilli,Clay,7.28,41.7,19.5,1.49
Tiruppur,Rabi,Green Gram,Clay,6.68,22.2,40.6,0.49
Vellore,Summer,Chilli,Red,11.78,98.4,23.5,3.12
Salem,Summer,Maize,Clay,10.04,101.1,34.9,2.53
Kancheepuram,Rabi,Chilli,Clay,7.86,153.5,31.8,2.31
Madurai,Rabi,Cotton,Clay,3.81,132.0,18.4,1.19
Villupuram,Rabi,Ragi,Red,4.72,153.8,28.8,1.62
Erode,Summer,Sunflower,Loamy,2.73,17.3,28.0,1.25
Cuddalore,Kharif,Sesame,Loamy,7.26,258.1,32.4,0.35
Kancheepuram,Kharif,Sunflower,Clay,10.75,94.9,25.5,1.46
Tirunelveli,Summer,Sugarcane,Red,5.16,31.2,33.7,4.84
Thanjavur,Summer,Sesame,Clay,9.8,46.1,36.9,0.15
Villupuram,Kharif,Banana,Alluvial,9.48,261.8,28.3,4.59
Tiruppur,Summer,Groundnut,Clay,5.35,73.8,38.8,1.0
Vellore,Kharif,Sugarcane,Alluvial,5.07,246.2,28.3,7.55
Thoothukudi,Summer,Groundnut,Loamy,1.03,90.2,39.0,1.08
Coimbatore,Rabi,Rice,Clay,1.84,52.9,30.9,3.3
Erode,Rabi,Soybean,Clay,4.26,118.6,42.0,0.38
Cuddalore,Summer,Maize,Black,11.7,20.0,33.8,1.79
Villupuram,Summer,Maize,Loamy,5.16,69.0,39.8,1.81
Erode,Summer,Groundnut,Alluvial,10.9,74.0,25.9,1.59
Thoothukudi,Summer,Soybean,Clay,11.11,66.4,35.7,1.06
Madurai,Rabi,Cotton,Loamy,9.93,104.0,26.0,2.08
Coimbatore,Rabi,Sesame,Red,3.77,151.0,25.4,0.98
Erode,Rabi,Chilli,Red,2.91,102.7,25.4,2.78
Thanjavur,Summer,Ragi,Alluvial,6.13,71.5,28.8,1.55
Kancheepuram,Rabi,Turmeric,Alluvial,2.58,51.1,20.0,3.18
Tirunelveli,Summer,Sesame,Clay,1.89,26.6,33.8,0.47
Tirunelveli,Rabi,Green Gram,Loamy,0.75,126.8,24.0,0.98
Cuddalore,Kharif,Groundnut,Black,8.16,96.7,23.0,2.25
Villupuram,Rabi,Cotton,Clay,8.18,93.0,23.8,1.51
Trichy,Summer,Black Gram,Clay,6.71,99.4,33.7,0.88
Vellore,Rabi,Ragi,Clay,7.84,87.3,38.0,2.01
Salem,Rabi,Groundnut,Red,11.53,152.8,25.1,2.4
Villupuram,Summer,Sugarcane,Alluvial,4.95,93.9,37.5,5.14
Dindigul,Kharif,Rice,Clay,7.21,267.2,35.4,3.64
Trichy,Kharif,Sunflower,Red,5.06,123.5,38.4,1.13
Thoothukudi,Summer,Banana,Clay,11.9,46.5,24.1,4.6
Salem,Summer,Maize,Alluvial,8.47,14.7,27.2,3.46
Vellore,Summer,Turmeric,Black,0.76,32.2,26.3,4.54
Namakkal,Summer,Maize,Black,5.83,74.6,20.2,2.78
Trichy,Summer,Black Gram,Loamy,9.28,35.8,33.6,0.96
Namakkal,Rabi,Ragi,Black,8.54,46.6,30.5,1.76
Kancheepuram,Summer,Green Gram,Red,1.79,62.1,25.4,1.17
Cuddalore,Summer,Soybean,Black,7.91,38.9,35.8,0.92
Madurai,Rabi,Ragi,Loamy,11.74,158.7,35.3,1.11
Namakkal,Kharif,Sugarcane,Red,5.11,171.5,24.2,5.49
Erode,Kharif,Sunflower,Alluvial,10.95,61.0,29.4,1.28
Tiruppur,Rabi,Maize,Black,4.1,28.1,28.8,2.73
